DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/07/2014,17:10,BRONX,10472,40.8284182,-73.860674,"(40.8284182, -73.860674)",WATSON AVENUE,WHITE PLAINS ROAD,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,1020506,TAXI,,,,
09/05/2014,13:49,BROOKLYN,11209,40.6184997,-74.0395757,"(40.6184997, -74.0395757)",SHORE ROAD,93 STREET,,0,1,0,0,0,0,0,1,Physical Disability,Traffic Control Disregarded,,,,1019091,PASSENGER VEHICLE,MOTORCYCLE,,,
09/04/2014,9:58,MANHATTAN,10029,40.7885324,-73.9532091,"(40.7885324, -73.9532091)",MADISON AVENUE,EAST 98 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,1018342,PASSENGER VEHICLE,,,,
09/04/2014,5:30,MANHATTAN,10010,40.7401843,-73.986363,"(40.7401843, -73.986363)",PARK AVENUE SOUTH,EAST 23 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1018283,PASSENGER VEHICLE,,,,
09/03/2014,0:25,BROOKLYN,11211,40.7107873,-73.9599439,"(40.7107873, -73.9599439)",ROEBLING STREET,SOUTH 4 STREET,,0,1,0,0,0,1,0,0,Physical Disability,Physical Disability,,,,1018089,SPORT UTILITY / STATION WAGON,BICYCLE,,,
09/01/2014,9:30,BRONX,10474,40.8106084,-73.8835492,"(40.8106084, -73.8835492)",LONGFELLOW AVENUE,OAK POINT AVENUE,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,1017187,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
08/30/2014,22:19,,,40.7904014,-73.82344,"(40.7904014, -73.82344)",,,,0,1,0,0,0,0,0,1,Pavement Defective,,,,,3057379,MOTORCYCLE,,,,
08/30/2014,4:52,QUEENS,11433,40.6984191,-73.8010546,"(40.6984191, -73.8010546)",LIBERTY AVENUE,TUCKERTON STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1016111,PASSENGER VEHICLE,,,,
08/29/2014,17:17,,,,,,JEWEL AVENUE,GRAND CENTRAL PARKWAY,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,1015764,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/29/2014,14:03,MANHATTAN,10075,40.7763189,-73.962125,"(40.7763189, -73.962125)",EAST 79 STREET,MADISON AVENUE,,1,1,0,1,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,1015409,TAXI,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/28/2014,6:48,MANHATTAN,10002,40.7100939,-73.9897886,"(40.7100939, -73.9897886)",SOUTH STREET,RUTGERS SLIP,,2,1,2,1,0,0,0,0,Passenger Distraction,,,,,1014834,PASSENGER VEHICLE,,,,
08/28/2014,20:21,BROOKLYN,11223,40.6092524,-73.9690411,"(40.6092524, -73.9690411)",AVENUE P,EAST 5 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1015511,SPORT UTILITY / STATION WAGON,,,,
08/28/2014,8:40,,,,,,,,PARKING LOT 86-18 BROADWAY,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,1015739,SPORT UTILITY / STATION WAGON,,,,
08/27/2014,3:51,,,40.6664134,-73.7881226,"(40.6664134, -73.7881226)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,3018723,PASSENGER VEHICLE,,,,
08/24/2014,10:37,,,,,,,,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Lost Consciousness,,,,2934924,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
08/18/2014,2:51,QUEENS,11379,40.7146219,-73.9011579,"(40.7146219, -73.9011579)",FRESH POND ROAD,ELIOT AVENUE,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,1010383,PASSENGER VEHICLE,,,,
08/18/2014,5:15,MANHATTAN,10029,40.7942333,-73.9469462,"(40.7942333, -73.9469462)",PARK AVENUE,EAST 108 STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,1010076,PASSENGER VEHICLE,BICYCLE,,,
08/17/2014,4:14,BROOKLYN,11213,40.6691002,-73.9366568,"(40.6691002, -73.9366568)",EASTERN PARKWAY,TROY AVENUE,,2,1,0,0,0,0,2,1,Alcohol Involvement,Alcohol Involvement,Unspecified,,,1009830,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/15/2014,9:45,BROOKLYN,11223,40.6066705,-73.9725897,"(40.6066705, -73.9725897)",MC DONALD AVENUE,QUENTIN ROAD,,0,1,0,0,0,1,0,0,Physical Disability,Unspecified,,,,1008944,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/13/2014,9:52,QUEENS,11354,40.7636677,-73.8230246,"(40.7636677, -73.8230246)",PARSONS BOULEVARD,37 AVENUE,,0,1,0,0,0,1,0,0,Passenger Distraction,Passenger Distraction,,,,1008131,PASSENGER VEHICLE,BICYCLE,,,
08/12/2014,4:25,,,40.7711224,-73.8696353,"(40.7711224, -73.8696353)",,,,1,1,0,0,0,0,1,1,Unspecified,,,,,3107573,MOTORCYCLE,,,,
08/06/2014,7:19,BRONX,10461,40.8468472,-73.8324971,"(40.8468472, -73.8324971)",EDISON AVENUE,WESTCHESTER AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,1021635,UNKNOWN,,,,
08/05/2014,23:05,,,40.6664134,-73.7881226,"(40.6664134, -73.7881226)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3018659,PASSENGER VEHICLE,,,,
08/02/2014,0:37,,,40.7429082,-73.8393082,"(40.7429082, -73.8393082)",,,,0,2,0,0,0,0,0,2,Traffic Control Disregarded,,,,,3066422,PASSENGER VEHICLE,,,,
08/01/2014,8:45,BROOKLYN,11211,40.7157016,-73.9557817,"(40.7157016, -73.9557817)",ROEBLING STREET,NORTH 6 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,1002080,PASSENGER VEHICLE,,,,
08/01/2014,8:42,QUEENS,11374,40.7343335,-73.8579913,"(40.7343335, -73.8579913)",99 STREET,62 ROAD,,0,1,0,1,0,0,0,0,Unspecified,,,,,1002176,SPORT UTILITY / STATION WAGON,,,,
08/01/2014,1:47,,,,,,ASTORIA BOULEVARD,41 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,Unspecified,,,1002196,MOTORCYCLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
07/31/2014,21:05,STATEN ISLAND,10305,40.6012042,-74.0650758,"(40.6012042, -74.0650758)",LILY POND AVENUE,NARROWS ROAD SOUTH,,0,1,0,1,0,0,0,0,Unspecified,,,,,1001725,SPORT UTILITY / STATION WAGON,,,,
07/29/2014,20:54,QUEENS,11357,40.7829958,-73.7993323,"(40.7829958, -73.7993323)",WILLETS POINT BOULEVARD,17 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,1000592,PASSENGER VEHICLE,,,,
07/28/2014,9:51,QUEENS,11436,40.6669713,-73.7912968,"(40.6669713, -73.7912968)",148 STREET,NORTH CONDUIT AVENUE,,0,1,0,0,0,1,0,0,Passenger Distraction,Unspecified,,,,1000073,PASSENGER VEHICLE,BICYCLE,,,
07/27/2014,20:48,QUEENS,11432,40.7168018,-73.8080991,"(40.7168018, -73.8080991)",PARSONS BOULEVARD,82 DRIVE,,0,1,0,1,0,0,0,0,Unspecified,,,,,1000024,PASSENGER VEHICLE,,,,
07/27/2014,16:45,QUEENS,11106,40.7613564,-73.9353886,"(40.7613564, -73.9353886)",21 STREET,35 AVENUE,,6,1,1,0,0,0,5,1,Fell Asleep,,,,,999636,PASSENGER VEHICLE,,,,
07/27/2014,0:27,,,,,,FARMERS BOULEVARD,LIBERTY AVENUE,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,Unspecified,,,999633,MOTORCYCLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
07/25/2014,12:19,BROOKLYN,11214,40.6059572,-74.0063852,"(40.6059572, -74.0063852)",RUTHERFORD PLACE,BAY 16 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,998430,PASSENGER VEHICLE,,,,
07/25/2014,9:41,MANHATTAN,10128,40.7858664,-73.9509287,"(40.7858664, -73.9509287)",LEXINGTON AVENUE,EAST 96 STREET,,2,1,0,0,0,0,2,1,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,998342,MOTORCYCLE,AMBULANCE,,,
07/24/2014,23:47,,,40.7374593,-73.7410827,"(40.7374593, -73.7410827)",,,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,,,,3081183,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/24/2014,2:19,BRONX,10468,40.8710047,-73.8938386,"(40.8710047, -73.8938386)",JEROME AVENUE,MORRIS AVENUE,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Driver Inattention/Distraction,Unspecified,Unspecified,,997906,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/23/2014,16:54,QUEENS,11378,40.7196229,-73.9113201,"(40.7196229, -73.9113201)",GRAND AVENUE,RUST STREET,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,Passenger Distraction,,,,997532,LARGE COM VEH(6 OR MORE TIRES),MOTORCYCLE,,,
07/20/2014,13:54,BROOKLYN,11206,40.7037643,-73.9426145,"(40.7037643, -73.9426145)",GRAHAM AVENUE,MOORE STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,996013,SPORT UTILITY / STATION WAGON,,,,
07/20/2014,14:03,MANHATTAN,10025,40.7999588,-73.9605259,"(40.7999588, -73.9605259)",MANHATTAN AVENUE,WEST 108 STREET,,0,1,0,0,0,1,0,0,Unspecified,,,,,995830,LIVERY VEHICLE,BICYCLE,,,
07/18/2014,15:46,QUEENS,11385,40.7076601,-73.9134352,"(40.7076601, -73.9134352)",STANHOPE STREET,ONDERDONK AVENUE,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,Unspecified,,,995134,PASSENGER VEHICLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,
07/18/2014,7:22,STATEN ISLAND,10310,40.6292495,-74.1232208,"(40.6292495, -74.1232208)",CLOVE ROAD,DELAFIELD AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,995249,OTHER,,,,
07/14/2014,12:04,,,,,,,,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,2897987,OTHER,,,,
07/14/2014,20:20,BROOKLYN,11230,40.6198737,-73.9652647,"(40.6198737, -73.9652647)",AVENUE L,EAST 10 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,648652,SPORT UTILITY / STATION WAGON,,,,
07/14/2014,21:09,,,,,,,,N/B FLATBUSH AVE & PLAZA STREET WEST,0,1,0,1,0,0,0,0,Unspecified,,,,,742325,PASSENGER VEHICLE,,,,
07/13/2014,13:00,BROOKLYN,11214,40.5957763,-73.9882217,"(40.5957763, -73.9882217)",BENSON AVENUE,BAY 40 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,627840,PASSENGER VEHICLE,,,,
07/10/2014,11:08,MANHATTAN,10025,40.7945801,-73.9737005,"(40.7945801, -73.9737005)",WEST 95 STREET,WEST END AVENUE,,0,1,0,1,0,0,0,0,Prescription Medication,,,,,362908,SPORT UTILITY / STATION WAGON,,,,
07/09/2014,19:35,QUEENS,11416,40.68424,-73.8460949,"(40.68424, -73.8460949)",101 AVENUE,WOODHAVEN BOULEVARD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,363453,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
07/09/2014,1:35,BROOKLYN,11203,40.642134,-73.9293532,"(40.642134, -73.9293532)",UTICA AVENUE,AVENUE D,,2,1,0,0,0,0,2,1,Unspecified,Unspecified,,,,363216,PASSENGER VEHICLE,OTHER,,,
07/06/2014,21:35,,,,,,SANDS STREET,JAY STREET,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,,,,364151,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/05/2014,4:38,QUEENS,11372,40.7486146,-73.8746312,"(40.7486146, -73.8746312)",ROOSEVELT AVENUE,92 STREET,,2,1,0,1,0,0,2,0,Alcohol Involvement,Unspecified,,,,362605,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/04/2014,18:25,QUEENS,11691,40.5955618,-73.7471003,"(40.5955618, -73.7471003)",SEAGIRT BOULEVARD,BEACH 13 STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,362137,MOTORCYCLE,,,,
07/03/2014,11:30,BROOKLYN,11201,40.6892276,-73.9846967,"(40.6892276, -73.9846967)",LIVINGSTON STREET,ELM PLACE,,0,1,0,1,0,0,0,0,Unspecified,,,,,362114,BUS,,,,
07/02/2014,0:33,,,40.8058094,-73.9707438,"(40.8058094, -73.9707438)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,2855246,VAN,,,,
07/02/2014,16:42,BROOKLYN,11234,40.6244417,-73.9303914,"(40.6244417, -73.9303914)",FLATLANDS AVENUE,SCHENECTADY AVENUE,,2,1,2,1,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,360935,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/02/2014,9:59,MANHATTAN,10011,40.7404431,-74.0020208,"(40.7404431, -74.0020208)",WEST 15 STREET,8 AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,360733,OTHER,,,,
06/29/2014,22:22,QUEENS,11428,40.7184964,-73.73531,"(40.7184964, -73.73531)",JAMAICA AVENUE,SPRINGFIELD BOULEVARD,,0,1,0,0,0,0,0,1,Driver Inexperience,Unspecified,,,,359919,MOTORCYCLE,PASSENGER VEHICLE,,,
06/28/2014,2:45,BROOKLYN,11229,40.5921838,-73.9244048,"(40.5921838, -73.9244048)",GERRITSEN AVENUE,FLORENCE AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,359145,SPORT UTILITY / STATION WAGON,,,,
06/25/2014,12:00,,,,,,,,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,,,,2976916,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
06/25/2014,21:45,BROOKLYN,11235,40.5842341,-73.9320426,"(40.5842341, -73.9320426)",BRIGHAM STREET,EMMONS AVENUE,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,358027,OTHER,,,,
06/21/2014,13:01,,,,,,,,INSIDE OF 58-02 48 STREET,1,1,0,1,0,0,1,0,Unspecified,Unspecified,,,,355443,OTHER,OTHER,,,
06/20/2014,22:47,,,,,,BRUCKNER BOULEVARD,EAST TREMONT AVENUE,,0,1,0,0,0,0,0,1,Unspecified,,,,,355251,PASSENGER VEHICLE,,,,
06/20/2014,22:47,,,,,,EAST TREMONT AVENUE,BRUCKNER BOULEVARD,,0,1,0,0,0,0,0,1,Unspecified,,,,,355252,,,,,
06/15/2014,0:41,,,40.8198214,-73.8128465,"(40.8198214, -73.8128465)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,2914368,MOTORCYCLE,,,,
06/13/2014,11:55,BROOKLYN,11206,40.7007255,-73.9419319,"(40.7007255, -73.9419319)",FLUSHING AVENUE,BROADWAY,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,350942,SPORT UTILITY / STATION WAGON,,,,
06/13/2014,14:40,QUEENS,11365,40.7518951,-73.7798059,"(40.7518951, -73.7798059)",FRANCIS LEWIS BOULEVARD,48 AVENUE,,0,1,0,0,0,0,0,1,Following Too Closely,,,,,352132,PASSENGER VEHICLE,,,,
06/13/2014,14:40,QUEENS,11365,40.7518951,-73.7798059,"(40.7518951, -73.7798059)",FRANCIS LEWIS BOULEVARD,48 AVENUE,,0,1,0,0,0,0,0,1,Unspecified,,,,,351063,,,,,
06/10/2014,14:31,BROOKLYN,11206,40.6969863,-73.9352238,"(40.6969863, -73.9352238)",MYRTLE AVENUE,BROADWAY,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,Unspecified,,,349903,UNKNOWN,BICYCLE,VAN,,
06/10/2014,12:46,QUEENS,11368,40.7553365,-73.8432452,"(40.7553365, -73.8432452)",ROOSEVELT AVENUE,126 STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,349506,PASSENGER VEHICLE,BICYCLE,,,
06/09/2014,13:43,STATEN ISLAND,10308,40.5438696,-74.1444428,"(40.5438696, -74.1444428)",HYLAN BOULEVARD,CLEVELAND AVENUE,,1,1,1,1,0,0,0,0,Driver Inattention/Distraction,,,,,349051,PASSENGER VEHICLE,,,,
06/07/2014,9:56,QUEENS,11420,40.6670811,-73.810322,"(40.6670811, -73.810322)",NORTH CONDUIT AVENUE,130 STREET,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,347913,PASSENGER VEHICLE,,,,
06/06/2014,4:58,QUEENS,11413,40.666396,-73.7517593,"(40.666396, -73.7517593)",NORTH CONDUIT AVENUE,225 STREET,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,,,,347887,UNKNOWN,BICYCLE,,,
06/05/2014,19:30,STATEN ISLAND,10301,40.6230538,-74.1132634,"(40.6230538, -74.1132634)",CLOVE ROAD,BROADWAY,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,346958,PASSENGER VEHICLE,MOTORCYCLE,,,
06/05/2014,11:19,MANHATTAN,10017,40.757233,-73.976047,"(40.757233, -73.976047)",MADISON AVENUE,EAST 49 STREET,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,346532,SPORT UTILITY / STATION WAGON,VAN,,,
06/04/2014,5:25,,,,,,,,,0,1,0,0,0,0,0,1,Obstruction/Debris,Obstruction/Debris,,,,2919431,UNKNOWN,UNKNOWN,,,
06/02/2014,16:55,QUEENS,11434,40.6879384,-73.7896266,"(40.6879384, -73.7896266)",LINDEN BOULEVARD,158 STREET,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,Unspecified,,,345214,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,,
06/02/2014,6:49,BROOKLYN,11231,40.6741459,-74.006006,"(40.6741459, -74.006006)",LORRAINE STREET,HICKS STREET,,0,1,0,1,0,0,0,0,View Obstructed/Limited,,,,,345028,PASSENGER VEHICLE,,,,
06/02/2014,8:35,BRONX,10460,40.8349176,-73.8941239,"(40.8349176, -73.8941239)",LOUIS NINE BOULEVARD,BOSTON ROAD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,344855,MOTORCYCLE,,,,
05/31/2014,13:20,BROOKLYN,11230,40.6152042,-73.9633618,"(40.6152042, -73.9633618)",CONEY ISLAND AVENUE,AVENUE N,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,Physical Disability,Unspecified,,,343861,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/27/2014,13:30,,,40.7686857,-73.9066698,"(40.7686857, -73.9066698)",,,,0,1,0,0,0,0,0,1,Obstruction/Debris,,,,,3102686,SPORT UTILITY / STATION WAGON,,,,
05/26/2014,16:17,,,,,,KINGS HIGHWAY,CLARENDON ROAD,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Unspecified,,,,341314,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
05/25/2014,3:33,BROOKLYN,11230,40.6094167,-73.9676868,"(40.6094167, -73.9676868)",OCEAN PARKWAY,AVENUE P,,2,1,0,0,0,0,2,1,Unspecified,,,,,340893,PASSENGER VEHICLE,,,,
05/24/2014,17:25,BRONX,10471,40.9063395,-73.8964918,"(40.9063395, -73.8964918)",BROADWAY,WEST 259 STREET,,0,1,0,0,0,0,0,1,Lost Consciousness,Unspecified,Unspecified,,,340401,OTHER,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/23/2014,8:31,QUEENS,11411,40.6880907,-73.7357083,"(40.6880907, -73.7357083)",120 AVENUE,228 STREET,,0,1,0,0,0,1,0,0,Passenger Distraction,Unspecified,Unspecified,,,340065,SPORT UTILITY / STATION WAGON,BICYCLE,PASSENGER VEHICLE,,
05/22/2014,2:29,,,,,,,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,2837109,MOTORCYCLE,,,,
05/21/2014,15:21,BROOKLYN,11228,40.6142465,-74.0065589,"(40.6142465, -74.0065589)",15 AVENUE,81 STREET,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,Unspecified,,,338886,MOTORCYCLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/21/2014,10:41,BROOKLYN,11234,40.6344828,-73.9188516,"(40.6344828, -73.9188516)",RALPH AVENUE,GLENWOOD ROAD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,339170,MOTORCYCLE,BUS,,,
05/21/2014,9:05,QUEENS,11375,40.7317311,-73.8511269,"(40.7317311, -73.8511269)",,,R/O 105-35 64 ROAD,0,1,0,1,0,0,0,0,Unspecified,,,,,339109,OTHER,,,,
05/19/2014,5:39,QUEENS,11365,40.7456688,-73.7924903,"(40.7456688, -73.7924903)",UTOPIA PARKWAY,PECK AVENUE,,0,1,0,1,0,0,0,0,Outside Car Distraction,Unspecified,,,,337964,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
05/19/2014,18:37,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE,AVENUE U,,2,2,0,0,0,0,2,2,Unspecified,Unspecified,,,,338667,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/16/2014,12:37,,,40.7472378,-73.7728721,"(40.7472378, -73.7728721)",,,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,3080939,SPORT UTILITY / STATION WAGON,OTHER,,,
05/14/2014,22:52,,,,,,ATLANTIC AVENUE,CLEVELAND STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,335687,PASSENGER VEHICLE,,,,
05/13/2014,19:26,,,,,,QUENTIN ROAD,NOSTRAND AVENUE,,0,1,0,0,0,0,0,1,Following Too Closely,,,,,334520,PASSENGER VEHICLE,,,,
05/12/2014,16:35,MANHATTAN,10035,40.8036997,-73.9358171,"(40.8036997, -73.9358171)",EAST 125 STREET,3 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,333839,OTHER,,,,
05/11/2014,12:37,,,,,,BRADLEY AVENUE,PURDY AVENUE,,0,1,0,0,0,0,0,1,Physical Disability,Unspecified,,,,334307,MOTORCYCLE,PASSENGER VEHICLE,,,
05/11/2014,21:37,QUEENS,11416,40.6819859,-73.8497633,"(40.6819859, -73.8497633)",ROCKAWAY BOULEVARD,90 STREET,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,,,,334103,UNKNOWN,BICYCLE,,,
05/10/2014,7:30,BROOKLYN,11215,40.672669,-73.9900142,"(40.672669, -73.9900142)",3 AVENUE,7 STREET,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,333064,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,VAN,OTHER
05/08/2014,15:26,MANHATTAN,10128,40.7823164,-73.9485012,"(40.7823164, -73.9485012)",EAST 93 STREET,2 AVENUE,,1,1,0,1,0,0,1,0,Unspecified,,,,,331917,BUS,,,,
05/06/2014,12:33,MANHATTAN,10029,40.7908949,-73.9451685,"(40.7908949, -73.9451685)",3 AVENUE,EAST 105 STREET,,0,1,0,0,0,0,0,1,Turning Improperly,Unspecified,Unspecified,,,330801,MOTORCYCLE,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,
05/05/2014,11:32,BROOKLYN,11230,40.6119531,-73.9681646,"(40.6119531, -73.9681646)",OCEAN PARKWAY,AVENUE O,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,330385,PASSENGER VEHICLE,,,,
05/04/2014,5:11,BROOKLYN,11236,40.6320498,-73.8968596,"(40.6320498, -73.8968596)",REMSEN AVENUE,AVENUE N,,7,1,0,0,0,0,7,1,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,329938,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
05/03/2014,20:28,QUEENS,11375,40.7214535,-73.8439779,"(40.7214535, -73.8439779)",QUEENS BOULEVARD,71 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,330114,PASSENGER VEHICLE,,,,
05/01/2014,3:51,,,40.7446461,-73.7703999,"(40.7446461, -73.7703999)",,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3034890,PASSENGER VEHICLE,,,,
04/30/2014,14:22,BROOKLYN,11234,40.6118189,-73.9411628,"(40.6118189, -73.9411628)",MARINE PARKWAY,QUENTIN ROAD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,Unspecified,,,328073,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/30/2014,14:30,MANHATTAN,10001,40.7491025,-73.9920058,"(40.7491025, -73.9920058)",WEST 31 STREET,7 AVENUE,,1,1,1,1,0,0,0,0,Unspecified,,,,,327587,SPORT UTILITY / STATION WAGON,,,,
04/28/2014,23:20,BRONX,10469,40.8586838,-73.8473975,"(40.8586838, -73.8473975)",PELHAM PARKWAY NORTH,FISH AVENUE,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,Unspecified,,,328249,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/26/2014,15:00,BROOKLYN,11235,40.5770881,-73.9509957,"(40.5770881, -73.9509957)",ORIENTAL BOULEVARD,BEAUMONT STREET,,2,1,2,0,0,0,0,1,Lost Consciousness,Unspecified,,,,325705,PASSENGER VEHICLE,MOTORCYCLE,,,
04/26/2014,21:00,,,,,,ATLANTIC AVENUE,107 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,326320,PASSENGER VEHICLE,,,,
04/23/2014,15:30,QUEENS,11421,40.6859635,-73.8565294,"(40.6859635, -73.8565294)",ATLANTIC AVENUE,85 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,324336,PASSENGER VEHICLE,,,,
04/21/2014,17:30,QUEENS,11106,40.7646158,-73.9377969,"(40.7646158, -73.9377969)",11 STREET,34 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,324015,PICK-UP TRUCK,,,,
04/17/2014,16:45,MANHATTAN,10029,40.7909397,-73.9472305,"(40.7909397, -73.9472305)",LEXINGTON AVENUE,EAST 104 STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,321958,SPORT UTILITY / STATION WAGON,BICYCLE,,,
