DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/20/2015,19:22,QUEENS,11691,40.6063974,-73.7517519,"(40.6063974, -73.7517519)",AUGUSTINA AVENUE,BAYPORT PLACE,,0,1,0,0,0,1,0,0,Unspecified,,,,,3281241,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
08/20/2015,23:26,BROOKLYN,11209,40.6294862,-74.022639,"(40.6294862, -74.022639)",BAY RIDGE PARKWAY,5 AVENUE,,0,1,0,0,0,0,0,1,Alcohol Involvement,,,,,3281723,SPORT UTILITY / STATION WAGON,,,,
08/20/2015,9:39,MANHATTAN,10019,40.7662862,-73.9818487,"(40.7662862, -73.9818487)",WEST 57 STREET,BROADWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3280904,BUS,,,,
08/16/2015,1:06,,,,,,RICHMOND AVENUE,SIGNS ROAD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,Unspecified,,,3278844,MOTORCYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/12/2015,15:45,BROOKLYN,11221,40.6894904,-73.9220696,"(40.6894904, -73.9220696)",BROADWAY,GATES AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3276211,LARGE COM VEH(6 OR MORE TIRES),,,,
08/10/2015,16:24,MANHATTAN,10017,40.7542505,-73.9689773,"(40.7542505, -73.9689773)",SECOND AVENUE,EAST 49 STREET,,3,1,2,1,0,0,1,0,Traffic Control Disregarded,,,,,3274584,PASSENGER VEHICLE,,,,
08/10/2015,6:37,QUEENS,11365,40.7511231,-73.7794404,"(40.7511231, -73.7794404)",FRANCIS LEWIS BOULEVARD,49 AVENUE,,0,1,0,0,0,0,0,1,Fell Asleep,Unspecified,Unspecified,Unspecified,,3275002,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/09/2015,20:23,BROOKLYN,11201,40.6902385,-73.9943603,"(40.6902385, -73.9943603)",ATLANTIC AVENUE,CLINTON STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3274847,PASSENGER VEHICLE,,,,
08/08/2015,0:17,QUEENS,11434,40.6670514,-73.7741023,"(40.6670514, -73.7741023)",176 STREET,SOUTH CONDUIT AVENUE,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,Unspecified,,,3274305,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
08/07/2015,0:25,QUEENS,11379,40.7089472,-73.8745074,"(40.7089472, -73.8745074)",78 STREET,69 ROAD,,0,1,0,1,0,0,0,0,Unspecified,,,,,3273228,PASSENGER VEHICLE,,,,
08/05/2015,1:30,,,,,,ROCKAWAY BOULEVARD,BROOKVILLE BOULEVARD,,2,1,0,0,0,0,2,1,Unspecified,Unspecified,,,,3271961,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/05/2015,17:25,BROOKLYN,11220,40.6488,-74.0134237,"(40.6488, -74.0134237)",3 AVENUE,48 STREET,,0,1,0,0,0,1,0,0,Passenger Distraction,Unspecified,,,,3272480,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/03/2015,7:37,,,,,,,,,0,1,0,0,0,0,0,1,Fell Asleep,,,,,3270194,SMALL COM VEH(4 TIRES),,,,
08/02/2015,1:20,STATEN ISLAND,10308,40.5535547,-74.1411639,"(40.5535547, -74.1411639)",AMBOY ROAD,CRANFORD STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,3269992,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/01/2015,17:05,,,,,,,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,3268952,PASSENGER VEHICLE,MOTORCYCLE,,,
07/29/2015,23:05,BROOKLYN,11231,40.6736898,-74.0118029,"(40.6736898, -74.0118029)",VAN DYKE STREET,DWIGHT STREET,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,,,,3267799,BUS,BICYCLE,,,
07/28/2015,14:14,QUEENS,11101,40.7498984,-73.9378107,"(40.7498984, -73.9378107)",QUEENS PLAZA NORTH,29 STREET,,0,1,0,0,0,1,0,0,Passenger Distraction,Traffic Control Disregarded,,,,3266691,BICYCLE,PASSENGER VEHICLE,,,
07/26/2015,22:44,,,,,,RICHMOND AVENUE,RICHMOND HILL ROAD,,3,1,0,0,0,0,3,1,Physical Disability,,,,,3266071,PASSENGER VEHICLE,,,,
07/24/2015,23:47,,,40.7162813,-73.8031218,"(40.7162813, -73.8031218)",,,,0,1,0,0,0,0,0,1,Pavement Defective,Pavement Defective,,,,3265897,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
07/22/2015,17:55,QUEENS,11415,40.7100269,-73.8340529,"(40.7100269, -73.8340529)",PARK LANE SOUTH,BEVERLY ROAD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,3263267,MOTORCYCLE,PASSENGER VEHICLE,,,
07/19/2015,18:11,QUEENS,11411,40.6889363,-73.7322397,"(40.6889363, -73.7322397)",119 AVENUE,231 STREET,,3,1,0,0,0,0,3,1,Physical Disability,Unspecified,,,,3261921,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/18/2015,2:07,,,40.6670397,-73.7681947,"(40.6670397, -73.7681947)",,,,1,1,0,1,0,0,1,0,Unspecified,Unspecified,,,,3261262,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/17/2015,12:32,,,,,,CANAL STREET,BOWERY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3259731,LARGE COM VEH(6 OR MORE TIRES),,,,
07/13/2015,7:05,BROOKLYN,11217,40.6831278,-73.9791852,"(40.6831278, -73.9791852)",4 AVENUE,DEAN STREET,,6,1,0,0,0,1,6,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3257329,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
07/12/2015,18:28,QUEENS,11434,40.6678458,-73.7761182,"(40.6678458, -73.7761182)",NORTH CONDUIT AVENUE,159 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3257565,SPORT UTILITY / STATION WAGON,,,,
07/09/2015,20:42,BROOKLYN,11212,40.666331,-73.9157021,"(40.666331, -73.9157021)",SUTTER AVENUE,STRAUSS STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3255542,PASSENGER VEHICLE,,,,
07/08/2015,0:03,,,,,,,,,0,1,0,0,0,0,0,1,Pavement Defective,,,,,3254293,MOTORCYCLE,,,,
07/06/2015,9:21,,,,,,COOP CITY BOULEVARD,BELLAMY LOOP,,0,1,0,0,0,0,0,1,Fell Asleep,,,,,3252820,SPORT UTILITY / STATION WAGON,,,,
07/06/2015,10:18,,,,,,JACKSON AVENUE,CEDAR AVENUE,,1,1,0,0,0,0,1,1,Other Vehicular,,,,,3253267,SPORT UTILITY / STATION WAGON,,,,
07/04/2015,18:20,,,,,,,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3252327,BUS,,,,
07/02/2015,22:25,BROOKLYN,11221,40.696184,-73.933829,"(40.696184, -73.933829)",BROADWAY,DITMARS STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3251708,LARGE COM VEH(6 OR MORE TIRES),,,,
07/01/2015,18:06,QUEENS,11364,40.7445094,-73.7660986,"(40.7445094, -73.7660986)",210 STREET,64 AVENUE,,3,3,0,0,0,0,3,3,Traffic Control Disregarded,Unspecified,,,,3251308,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
07/01/2015,10:26,BROOKLYN,11207,40.6541418,-73.8873109,"(40.6541418, -73.8873109)",COZINE AVENUE,PENNSYLVANIA AVENUE,,6,1,1,1,0,0,5,0,Driver Inattention/Distraction,Unspecified,,,,3250441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/29/2015,17:35,BROOKLYN,11225,40.6641748,-73.9448906,"(40.6641748, -73.9448906)",EMPIRE BOULEVARD,BALFOUR PLACE,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,3249043,LIVERY VEHICLE,,,,
06/29/2015,4:25,MANHATTAN,10032,40.8334884,-73.9415775,"(40.8334884, -73.9415775)",AMSTERDAM AVENUE,WEST 158 STREET,,1,1,0,0,0,0,1,1,Physical Disability,Unspecified,Unspecified,,,3248839,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
06/28/2015,20:38,QUEENS,11412,40.6934028,-73.7560149,"(40.6934028, -73.7560149)",LINDEN BOULEVARD,196 STREET,,0,1,0,0,0,0,0,1,Physical Disability,Unspecified,,,,3249281,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
06/28/2015,4:35,BRONX,10463,40.8772207,-73.9090451,"(40.8772207, -73.9090451)",MARBLE HILL AVENUE,WEST 228 STREET,,10,1,0,0,0,0,10,1,Traffic Control Disregarded,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3248243,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/27/2015,3:21,,,,,,,,,3,1,0,0,0,0,3,1,Traffic Control Disregarded,Unspecified,,,,3247526,MOTORCYCLE,MOTORCYCLE,,,
06/27/2015,0:26,QUEENS,11105,40.7812557,-73.917965,"(40.7812557, -73.917965)",DITMARS BOULEVARD,19 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3247993,UNKNOWN,,,,
06/24/2015,13:56,,,,,,BAY STREET,VICTORY BOULEVARD,,1,1,0,1,0,0,1,0,Alcohol Involvement,Failure to Yield Right-of-Way,,,,3246106,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/23/2015,11:12,BROOKLYN,11213,40.6701913,-73.9393377,"(40.6701913, -73.9393377)",ALBANY AVENUE,LINCOLN PLACE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3245155,OTHER,UNKNOWN,,,
06/22/2015,10:25,BROOKLYN,11226,40.6500815,-73.9610074,"(40.6500815, -73.9610074)",CHURCH AVENUE,OCEAN AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,3244293,SMALL COM VEH(4 TIRES),BICYCLE,,,
06/20/2015,22:15,,,40.8240873,-73.8743351,"(40.8240873, -73.8743351)",,,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,3242790,SPORT UTILITY / STATION WAGON,,,,
06/18/2015,17:40,BROOKLYN,11216,40.6835816,-73.9539533,"(40.6835816, -73.9539533)",BEDFORD AVENUE,PUTNAM AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3243658,SMALL COM VEH(4 TIRES),,,,
06/15/2015,14:13,MANHATTAN,10065,40.7628049,-73.9656703,"(40.7628049, -73.9656703)",3 AVENUE,EAST 61 STREET,,0,1,0,1,0,0,0,0,Other Vehicular,,,,,3239795,SMALL COM VEH(4 TIRES),,,,
06/14/2015,5:15,BRONX,10458,40.8633378,-73.8928205,"(40.8633378, -73.8928205)",,,2571 BAINBRIDGE AVENUE,0,1,0,0,0,0,0,1,Unspecified,Unspecified,Unspecified,Unspecified,,3239961,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
06/14/2015,4:50,QUEENS,11422,40.6832423,-73.7258627,"(40.6832423, -73.7258627)",HOOK CREEK BOULEVARD,BROOKVILLE BOULEVARD,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3239511,PASSENGER VEHICLE,,,,
06/08/2015,0:23,,,40.6061034,-74.0798167,"(40.6061034, -74.0798167)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3236373,BUS,,,,
06/04/2015,17:32,BRONX,10461,40.853251,-73.8272179,"(40.853251, -73.8272179)",WESTCHESTER AVENUE,BURR AVENUE,,2,1,0,0,0,0,2,1,Backing Unsafely,,,,,3234227,SPORT UTILITY / STATION WAGON,,,,
06/04/2015,9:03,QUEENS,11435,40.7149707,-73.8128948,"(40.7149707, -73.8128948)",COOLIDGE AVENUE,SMEDLEY STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,3233887,PASSENGER VEHICLE,,,,
06/03/2015,16:07,BRONX,10452,40.8378751,-73.9196986,"(40.8378751, -73.9196986)",JEROME AVENUE,EAST 169 STREET,,0,1,0,0,0,0,0,1,Fell Asleep,Unspecified,,,,3232951,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/03/2015,21:30,BROOKLYN,11236,40.6420041,-73.8988296,"(40.6420041, -73.8988296)",ROCKAWAY PARKWAY,AVENUE J,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3233691,MOTORCYCLE,PASSENGER VEHICLE,,,
06/02/2015,3:53,BROOKLYN,11216,40.6717897,-73.9531035,"(40.6717897, -73.9531035)",SAINT JOHNS PLACE,ROGERS AVENUE,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,3232428,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
05/31/2015,3:50,,,,,,ROCKAWAY POINT BOULEVARD,BEACH 210 STREET,,1,1,0,0,0,0,1,1,Alcohol Involvement,Unspecified,,,,3231124,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/30/2015,21:37,BRONX,10451,40.8255779,-73.9184596,"(40.8255779, -73.9184596)",EAST 161 STREET,MORRIS AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3230886,LIVERY VEHICLE,,,,
05/27/2015,23:15,MANHATTAN,10035,40.8075979,-73.9371788,"(40.8075979, -73.9371788)",EAST 129 STREET,PARK AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,3228849,PASSENGER VEHICLE,BICYCLE,,,
05/26/2015,4:54,BROOKLYN,11233,40.678278,-73.9107549,"(40.678278, -73.9107549)",FULTON STREET,ROCKAWAY AVENUE,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,3227704,LARGE COM VEH(6 OR MORE TIRES),,,,
05/26/2015,4:10,,,,,,VICTORY BOULEVARD,SIGNS ROAD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,3228061,PASSENGER VEHICLE,BUS,,,
05/26/2015,7:17,QUEENS,11420,40.6663322,-73.8105512,"(40.6663322, -73.8105512)",SOUTH CONDUIT AVENUE,130 STREET,,7,1,0,0,0,0,7,1,Unspecified,Unspecified,Unspecified,,,3227905,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/25/2015,1:15,BROOKLYN,11239,40.6528929,-73.8667311,"(40.6528929, -73.8667311)",ERSKINE STREET,GATEWAY DRIVE,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,,,,,3227142,PASSENGER VEHICLE,,,,
05/25/2015,17:59,QUEENS,11434,40.6752004,-73.7898903,"(40.6752004, -73.7898903)",SUTPHIN BOULEVARD,125 AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3227284,PASSENGER VEHICLE,,,,
05/25/2015,1:15,BROOKLYN,11239,40.6528929,-73.8667311,"(40.6528929, -73.8667311)",ERSKINE STREET,GATEWAY DRIVE,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,,,,,3227141,PASSENGER VEHICLE,,,,
05/24/2015,5:40,,,40.8011245,-73.9298728,"(40.8011245, -73.9298728)",,,,2,1,0,0,0,0,2,1,Alcohol Involvement,,,,,3226500,PASSENGER VEHICLE,,,,
05/22/2015,20:20,BROOKLYN,11236,40.6451334,-73.9023131,"(40.6451334, -73.9023131)",GLENWOOD ROAD,ROCKAWAY PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3226145,SPORT UTILITY / STATION WAGON,,,,
05/21/2015,11:32,,,,,,24 AVENUE,SHORE PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3224912,PASSENGER VEHICLE,,,,
05/20/2015,15:04,MANHATTAN,10025,40.8042578,-73.9629254,"(40.8042578, -73.9629254)",AMSTERDAM AVENUE,WEST 112 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3224218,BUS,,,,
05/19/2015,9:30,BROOKLYN,11203,40.655397,-73.9297608,"(40.655397, -73.9297608)",LENOX ROAD,EAST 51 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3223673,SPORT UTILITY / STATION WAGON,,,,
05/17/2015,23:40,BRONX,10456,40.8378635,-73.9113938,"(40.8378635, -73.9113938)",MORRIS AVENUE,EAST 170 STREET,,2,1,0,1,0,0,2,0,Passenger Distraction,,,,,3222927,SCOOTER,,,,
05/16/2015,19:35,BROOKLYN,11235,40.5864763,-73.9469601,"(40.5864763, -73.9469601)",VOORHIES AVENUE,EAST 22 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3221731,SPORT UTILITY / STATION WAGON,,,,
05/15/2015,21:49,MANHATTAN,10036,40.7608228,-73.9983142,"(40.7608228, -73.9983142)",11 AVENUE,WEST 42 STREET,,0,1,0,1,0,0,0,0,Driver Inexperience,Backing Unsafely,,,,3222198,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/14/2015,19:45,MANHATTAN,10065,40.7608574,-73.9610689,"(40.7608574, -73.9610689)",EAST 61 STREET,1 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3221003,SPORT UTILITY / STATION WAGON,,,,
05/13/2015,9:33,BRONX,10472,40.8271694,-73.8701147,"(40.8271694, -73.8701147)",WATSON AVENUE,CROES AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,3219752,SPORT UTILITY / STATION WAGON,,,,
05/12/2015,12:22,BRONX,10453,40.8476821,-73.9123638,"(40.8476821, -73.9123638)",JEROME AVENUE,EAST 175 STREET,,1,1,0,0,0,0,1,1,Driver Inexperience,Prescription Medication,,,,3219055,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
05/11/2015,22:42,QUEENS,11419,40.687951,-73.8250104,"(40.687951, -73.8250104)",103 AVENUE,LEFFERTS BOULEVARD,,0,1,0,1,0,0,0,0,Unspecified,,,,,3219406,SPORT UTILITY / STATION WAGON,,,,
05/10/2015,1:23,BROOKLYN,11232,40.6604716,-73.998014,"(40.6604716, -73.998014)",4 AVENUE,25 STREET,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,3217885,PASSENGER VEHICLE,,,,
05/10/2015,22:50,STATEN ISLAND,10308,40.5464206,-74.1414043,"(40.5464206, -74.1414043)",HYLAN BOULEVARD,GREAT KILLS ROAD,,1,1,0,0,0,0,1,1,Physical Disability,Unspecified,Unspecified,,,3218830,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/09/2015,14:45,MANHATTAN,10022,40.7642144,-73.9709581,"(40.7642144, -73.9709581)",EAST 60 STREET,MADISON AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3217160,TAXI,,,,
05/08/2015,16:50,QUEENS,11106,40.7607986,-73.9296497,"(40.7607986, -73.9296497)",34 AVENUE,28 STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3217047,SPORT UTILITY / STATION WAGON,,,,
05/06/2015,15:12,MANHATTAN,10039,40.8248126,-73.9367868,"(40.8248126, -73.9367868)",7 AVENUE,WEST 150 STREET,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,,,,,3215408,PASSENGER VEHICLE,,,,
05/04/2015,19:07,BROOKLYN,11236,40.6420041,-73.8988296,"(40.6420041, -73.8988296)",AVENUE J,ROCKAWAY PARKWAY,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,3214283,PASSENGER VEHICLE,MOTORCYCLE,,,
05/03/2015,18:00,,,,,,,,SHELLBANK CREEK(NATURE CENTER BEACH AREA,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,3216116,UNKNOWN,,,,
05/01/2015,17:00,BROOKLYN,11207,40.6589202,-73.8898186,"(40.6589202, -73.8898186)",NEW JERSEY AVENUE,LINDEN BOULEVARD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,3212579,PASSENGER VEHICLE,UNKNOWN,,,
04/30/2015,0:37,,,40.6425396,-73.8765111,"(40.6425396, -73.8765111)",,,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,3211968,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
04/28/2015,1:34,QUEENS,11365,40.7421627,-73.8044317,"(40.7421627, -73.8044317)",BOOTH MEMORIAL AVENUE,164 STREET,,0,2,0,0,0,0,0,2,Traffic Control Disregarded,,,,,3210858,PASSENGER VEHICLE,,,,
04/26/2015,5:48,BROOKLYN,11206,40.699405,-73.953369,"(40.699405, -73.953369)",FLUSHING AVENUE,NOSTRAND AVENUE,,2,1,0,0,0,0,2,1,Physical Disability,Unspecified,Unspecified,Unspecified,,3209477,TAXI,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
04/26/2015,19:41,STATEN ISLAND,10306,40.5773093,-74.1011192,"(40.5773093, -74.1011192)",MIDLAND AVENUE,BOUNDARY AVENUE,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3209736,MOTORCYCLE,,,,
04/25/2015,3:35,QUEENS,11434,40.6867596,-73.7844849,"(40.6867596, -73.7844849)",BREWER BOULEVARD,116 AVENUE,,0,1,0,1,0,0,0,0,Other Vehicular,,,,,3209120,UNKNOWN,,,,
04/21/2015,5:21,BROOKLYN,11236,40.6504017,-73.8942149,"(40.6504017, -73.8942149)",EAST 108 STREET,GLENWOOD ROAD,,0,1,0,1,0,0,0,0,Unspecified,,,,,3206467,UNKNOWN,,,,
04/20/2015,19:40,QUEENS,11417,40.6802965,-73.8446402,"(40.6802965, -73.8446402)",CROSS BAY BOULEVARD,LIBERTY AVENUE,,0,1,0,0,0,0,0,1,Fell Asleep,,,,,3206670,PASSENGER VEHICLE,,,,
04/18/2015,11:31,BROOKLYN,11216,40.6806417,-73.9533713,"(40.6806417, -73.9533713)",BEDFORD AVENUE,FULTON STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3204754,TAXI,,,,
04/18/2015,1:55,BRONX,10469,40.8814391,-73.8487484,"(40.8814391, -73.8487484)",EAST 222 STREET,EASTCHESTER ROAD,,3,1,0,0,0,0,3,1,Physical Disability,Unspecified,,,,3204578,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2015,12:58,QUEENS,11420,40.6748962,-73.8074409,"(40.6748962, -73.8074409)",131 STREET,ROCKAWAY BOULEVARD,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,3203724,UNKNOWN,BICYCLE,,,
04/12/2015,22:57,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",ATLANTIC AVENUE,UTICA AVENUE,,0,1,0,0,0,0,0,1,Following Too Closely,Unspecified,,,,3201898,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/09/2015,13:11,,,40.7515157,-73.7476961,"(40.7515157, -73.7476961)",,,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3200119,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/05/2015,17:14,BRONX,10451,40.8254139,-73.923475,"(40.8254139, -73.923475)",GRAND CONCOURSE,EAST 158 STREET,,0,1,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,,,,3197904,VAN,BICYCLE,,,
04/05/2015,4:25,,,,,,GRAND CENTRAL PARKWAY E SVC RD,168 STREET,,0,2,0,0,0,0,0,2,Traffic Control Disregarded,,,,,3198094,PASSENGER VEHICLE,,,,
04/02/2015,12:45,MANHATTAN,10027,40.8131597,-73.9503486,"(40.8131597, -73.9503486)",SAINT NICHOLAS AVENUE,WEST 129 STREET,,2,1,0,0,0,0,2,1,Following Too Closely,Driver Inattention/Distraction,,,,3196270,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2015,21:54,BRONX,10471,40.9059675,-73.904339,"(40.9059675, -73.904339)",RIVERDALE AVENUE,WEST 258 STREET,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3196975,PASSENGER VEHICLE,,,,
04/01/2015,23:38,,,,,,46 AVENUE,UTOPIA PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3196666,UNKNOWN,,,,
04/01/2015,23:38,,,,,,46 AVENUE,UTOPIA PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3196687,UNKNOWN,,,,
04/01/2015,23:38,,,,,,46 AVENUE,UTOPIA PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,3196691,UNKNOWN,,,,
03/25/2015,15:30,BROOKLYN,11239,40.6491933,-73.8876761,"(40.6491933, -73.8876761)",LOUISIANA AVENUE,VANDALIA AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3192053,PASSENGER VEHICLE,,,,
03/24/2015,10:47,,,40.5386637,-74.1880025,"(40.5386637, -74.1880025)",,,,0,1,0,0,0,0,0,1,Following Too Closely,,,,,3191756,PASSENGER VEHICLE,,,,
03/20/2015,18:34,BRONX,10456,40.8387216,-73.9137706,"(40.8387216, -73.9137706)",GRAND CONCOURSE,EAST 170 STREET,,1,2,1,2,0,0,0,0,Following Too Closely,Unspecified,,,,3189701,TAXI,SPORT UTILITY / STATION WAGON,,,
03/20/2015,4:50,,,40.53078,-74.22443,"(40.53078, -74.22443)",,,,3,2,0,0,0,0,3,2,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3189584,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
03/18/2015,21:49,,,,,,,,MARINE PARK NATURE CENTER(MARSH AREA),0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,3188733,,,,,
03/17/2015,14:49,QUEENS,11370,40.7653202,-73.8890397,"(40.7653202, -73.8890397)",ASTORIA BOULEVARD,80 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,3187899,PASSENGER VEHICLE,,,,
03/16/2015,8:13,BROOKLYN,11214,40.598766,-74.0007202,"(40.598766, -74.0007202)",CROPSEY AVENUE,21 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,3187038,PASSENGER VEHICLE,,,,
