longitude,latitude,YR,MO,X,Y,TOT,CR
-73.94512253018402,40.68014953209908,2015.0,3.0,999471.0,187078.0,2.0,FELONY ASSAULT
-74.00107669811153,40.59900753028359,2015.0,3.0,983951.0,157511.0,1.0,FELONY ASSAULT
-73.91547086377774,40.67242423932985,2015.0,3.0,1007698.0,184270.0,1.0,FELONY ASSAULT
-73.88140440462902,40.682311044235334,2015.0,3.0,1017143.0,187883.0,1.0,FELONY ASSAULT
-73.86729841885249,40.67026802558928,2015.0,3.0,1021062.0,183501.0,1.0,FELONY ASSAULT
-73.95791472421118,40.68537273474473,2015.0,3.0,995922.0,188979.0,1.0,FELONY ASSAULT
-73.91351627254897,40.68686579086784,2015.0,3.0,1008235.0,189532.0,1.0,FELONY ASSAULT
-73.94619601808323,40.62319030688663,2015.0,3.0,999186.0,166326.0,1.0,FELONY ASSAULT
-73.95111394963138,40.65162300846659,2015.0,3.0,997815.0,176684.0,1.0,FELONY ASSAULT
-73.92226933458063,40.85224536276272,2015.0,1.0,1005754.0,249783.0,2.0,FELONY ASSAULT
-73.91940737790196,40.69339438799034,2015.0,3.0,1006599.0,191909.0,1.0,FELONY ASSAULT
-73.95555216451584,40.57846234112032,2015.0,3.0,996597.0,150029.0,1.0,FELONY ASSAULT
-73.9577886928277,40.65662938930769,2015.0,3.0,995962.0,178507.0,1.0,FELONY ASSAULT
-73.92899953182283,40.676520355087206,2015.0,3.0,1003944.0,185759.0,1.0,FELONY ASSAULT
-73.94712967093533,40.726956957836684,2015.0,3.0,998904.0,204131.0,3.0,FELONY ASSAULT
-73.93025190056096,40.61660796069384,2015.0,3.0,1003614.0,163931.0,1.0,FELONY ASSAULT
-73.86734482696048,40.67955915278417,2015.0,3.0,1021044.0,186886.0,1.0,FELONY ASSAULT
-73.92316954592881,40.67374164132421,2015.0,3.0,1005562.0,184748.0,1.0,FELONY ASSAULT
-73.97787078489254,40.77613087902057,2015.0,3.0,990379.0,222043.0,1.0,FELONY ASSAULT
-73.9823437915734,40.76438416581482,2015.0,3.0,989141.0,217763.0,1.0,FELONY ASSAULT
-73.89243441589069,40.85393135342634,2015.0,1.0,1014007.0,250406.0,1.0,FELONY ASSAULT
-73.98934410086873,40.760391425249495,2015.0,3.0,987202.0,216308.0,1.0,FELONY ASSAULT
